id,contestId,index,title,rating,tags
1918A,1918,A,Brick Wall,800.0,"['constructive algorithms', 'greedy', 'implementation', 'math']"
1917F,1917,F,Construct Tree,2500.0,"['bitmasks', 'constructive algorithms', 'dp', 'trees']"
1917E,1917,E,Construct Matrix,2500.0,"['constructive algorithms', 'math']"
1917D,1917,D,Yet Another Inversions Problem,2300.0,"['combinatorics', 'data structures', 'dp', 'implementation', 'math', 'number theory']"
1917C,1917,C,Watering an Array,1600.0,"['brute force', 'greedy', 'implementation', 'math']"
1917B,1917,B,Erase First or Second Letter,1100.0,"['brute force', 'combinatorics', 'data structures', 'dp', 'strings']"
1917A,1917,A,Least Product,800.0,"['constructive algorithms', 'math']"
1916H2,1916,H2,Matrix Rank (Hard Version),2700.0,"['combinatorics', 'dp', 'math', 'matrices', 'string suffix structures']"
1916H1,1916,H1,Matrix Rank (Easy Version),2700.0,"['brute force', 'combinatorics', 'dp', 'math', 'matrices']"
1916G,1916,G,Optimizations From Chelsu,3500.0,"['divide and conquer', 'dp', 'number theory', 'trees']"
1916F,1916,F,Group Division,2900.0,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy']"
1916E,1916,E,Happy Life in University,2300.0,"['data structures', 'dfs and similar', 'greedy', 'trees']"
1916D,1916,D,Mathematical Problem,1700.0,"['brute force', 'constructive algorithms', 'geometry', 'math']"
1916C,1916,C,Training Before the Olympiad,1200.0,"['constructive algorithms', 'games', 'greedy', 'implementation', 'math']"
1916B,1916,B,Two Divisors,1000.0,"['constructive algorithms', 'math', 'number theory']"
1916A,1916,A,2023,800.0,"['constructive algorithms', 'implementation', 'math', 'number theory']"
1915G,1915,G,Bicycles,1800.0,"['graphs', 'greedy', 'implementation', 'shortest paths', 'sortings']"
1915F,1915,F,Greetings,1500.0,"['data structures', 'divide and conquer', 'sortings']"
1915E,1915,E,Romantic Glasses,1300.0,"['data structures', 'greedy', 'math']"
1915D,1915,D,Unnatural Language Processing,900.0,"['greedy', 'implementation', 'strings']"
1915C,1915,C,Can I Square?,800.0,"['binary search', 'implementation']"
1915B,1915,B,Not Quite Latin Square,800.0,"['bitmasks', 'brute force', 'implementation']"
1915A,1915,A,Odd One Out,800.0,"['bitmasks', 'implementation']"
1914G2,1914,G2,Light Bulbs (Hard Version),2300.0,"['combinatorics', 'data structures', 'dfs and similar', 'dp', 'graphs', 'hashing']"
1914G1,1914,G1,Light Bulbs (Easy Version),2100.0,"['brute force', 'combinatorics', 'dfs and similar', 'dp', 'dsu', 'graphs', 'math', 'trees']"
1914F,1914,F,Programming Competition,1900.0,"['dfs and similar', 'dp', 'graph matchings', 'greedy', 'trees']"
1914E2,1914,E2,Game with Marbles (Hard Version),1400.0,"['games', 'greedy', 'sortings']"
1914E1,1914,E1,Game with Marbles (Easy Version),1400.0,"['brute force', 'games', 'greedy', 'sortings']"
1914D,1914,D,Three Activities,1200.0,"['brute force', 'dp', 'greedy', 'implementation', 'sortings']"
1914C,1914,C,Quests,1100.0,"['greedy', 'math']"
1914B,1914,B,Preparing for the Contest,800.0,"['constructive algorithms', 'math']"
1914A,1914,A,Problemsolving Log,800.0,"['implementation', 'strings']"
1913F,1913,F,Palindromic Problem,2800.0,"['binary search', 'data structures', 'hashing', 'string suffix structures', 'strings']"
1913E,1913,E,Matrix Problem,2400.0,"['flows', 'graphs']"
1913D,1913,D,Array Collapse,2100.0,"['data structures', 'divide and conquer', 'dp', 'trees']"
1913C,1913,C,Game with Multiset,1300.0,"['binary search', 'bitmasks', 'brute force', 'greedy']"
1913B,1913,B,Swap and Delete,1000.0,['strings']
1913A,1913,A,Rating Increase,800.0,['implementation']
1912L,1912,L,LOL Lovers,800.0,['strings']
1912K,1912,K,Kim's Quest,1800.0,"['bitmasks', 'combinatorics', 'dp']"
1912J,1912,J,Joy of Pokémon Observation,2300.0,[]
1912I,1912,I,Innovative Washing Machine,3300.0,"['geometry', 'math', 'two pointers']"
1912H,1912,H,Hypercatapult Commute,2400.0,['graphs']
1912G,1912,G,Great City Saint Petersburg,2400.0,['data structures']
1912F,1912,F,Fugitive Frenzy,3100.0,"['math', 'probabilities']"
1912E,1912,E,Evaluate It and Back Again,2200.0,"['constructive algorithms', 'implementation', 'math']"
1912D,1912,D,Divisibility Test,1900.0,['math']
1912C,1912,C,Cactus Transformation,3300.0,['constructive algorithms']
1912B,1912,B,Blueprint for Seating,2100.0,"['combinatorics', 'divide and conquer', 'math']"
1912A,1912,A,Accumulator Apex,1900.0,"['data structures', 'implementation', 'sortings']"
1910J,1910,J,Two Colors,2900.0,['*special']
1910I,1910,I,Inverse Problem,2700.0,"['*special', 'combinatorics', 'dp']"
1910H,1910,H,Sum of Digits of Sums,2400.0,"['*special', 'binary search', 'data structures']"
1910G,1910,G,Pool Records,2700.0,"['*special', 'greedy']"
1910F,1910,F,Build Railway Stations,2000.0,"['*special', 'greedy', 'trees']"
1910E,1910,E,Maximum Sum Subarrays,2100.0,"['*special', 'dp']"
1910D,1910,D,Remove and Add,1800.0,"['*special', 'greedy']"
1910C,1910,C,Poisonous Swamp,1600.0,"['*special', '*special', 'implementation', 'implementation']"
1910B,1910,B,Security Guard,1600.0,"['*special', 'greedy']"
1910A,1910,A,Username,1100.0,"['*special', 'implementation']"
1909I,1909,I,Short Permutation Problem,1900.0,"['combinatorics', 'dp', 'fft', 'math']"
1909H,1909,H,Parallel Swaps Sort,3500.0,"['constructive algorithms', 'data structures']"
1909G,1909,G,Pumping Lemma,3000.0,"['hashing', 'strings']"
1909F2,1909,F2,Small Permutation Problem (Hard Version),2500.0,"['combinatorics', 'dp', 'math']"
1909F1,1909,F1,Small Permutation Problem (Easy Version),2200.0,"['brute force', 'combinatorics', 'dp', 'math']"
1909E,1909,E,Multiple Lamps,2400.0,"['bitmasks', 'brute force', 'constructive algorithms', 'math', 'number theory']"
1909D,1909,D,Split Plus K,1900.0,"['greedy', 'math', 'number theory']"
1909C,1909,C,Heavy Intervals,1400.0,"['constructive algorithms', 'data structures', 'dsu', 'greedy', 'math', 'sortings']"
1909B,1909,B,Make Almost Equal With Mod,1200.0,"['bitmasks', 'constructive algorithms', 'math', 'number theory']"
1909A,1909,A,Distinct Buttons,800.0,"['implementation', 'math']"
1907G,1907,G,Lights,2200.0,"['brute force', 'constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'implementation']"
1907F,1907,F,Shift and Reverse,1800.0,"['greedy', 'sortings']"
1907E,1907,E,Good Triples,1600.0,"['brute force', 'combinatorics', 'number theory']"
1907D,1907,D,Jumping Through Segments,1400.0,"['binary search', 'constructive algorithms']"
1907C,1907,C,Removal of Unattractive Pairs,1200.0,"['constructive algorithms', 'greedy', 'math', 'strings']"
1907B,1907,B,YetnotherrokenKeoard,1000.0,"['data structures', 'implementation', 'strings']"
1907A,1907,A,Rook,800.0,['implementation']
1906M,1906,M,Triangle Construction,1700.0,"['greedy', 'math']"
1906L,1906,L,Palindromic Parentheses,2500.0,['constructive algorithms']
1906K,1906,K,Deck-Building Game,2500.0,"['divide and conquer', 'math']"
1906J,1906,J,Count BFS Graph,2100.0,"['combinatorics', 'dp']"
1906I,1906,I,Contingency Plan 2,2900.0,['graph matchings']
1906H,1906,H,Twin Friends,2200.0,"['combinatorics', 'dp']"
1906G,1906,G,Grid Game 2,2900.0,"['games', 'number theory']"
1906F,1906,F,Maximize The Value,2100.0,"['data structures', 'sortings']"
1906E,1906,E,Merge Not Sort,1900.0,"['constructive algorithms', 'dp']"
1906D,1906,D,Spaceship Exploration,2800.0,"['binary search', 'geometry']"
1906C,1906,C,Cursed Game,3000.0,['interactive']
1906B,1906,B,Button Pressing,2600.0,"['bitmasks', 'constructive algorithms', 'hashing']"
1906A,1906,A,Easy As ABC,1000.0,['brute force']
1905F,1905,F,Field Should Not Be Empty,2600.0,"['brute force', 'data structures', 'divide and conquer']"
1905E,1905,E,One-X,2400.0,"['combinatorics', 'dfs and similar', 'dp', 'math', 'trees']"
1905D,1905,D,Cyclic MEX,2000.0,"['data structures', 'implementation', 'math', 'two pointers']"
1905C,1905,C,Largest Subsequence,1400.0,"['greedy', 'strings']"
1905B,1905,B,Begginer's Zelda,1100.0,"['greedy', 'trees']"
1905A,1905,A,Constructive Problems,800.0,"['constructive algorithms', 'math']"
1904F,1904,F,Beautiful Tree,2800.0,"['data structures', 'dfs and similar', 'graphs', 'implementation', 'trees']"
1904E,1904,E,Tree Queries,2500.0,"['data structures', 'dfs and similar', 'graphs', 'implementation', 'trees']"
1904D2,1904,D2,Set To Max (Hard Version),1800.0,"['constructive algorithms', 'data structures', 'divide and conquer', 'greedy', 'implementation', 'sortings']"
1904D1,1904,D1,Set To Max (Easy Version),1600.0,"['brute force', 'constructive algorithms', 'greedy']"
1904C,1904,C,Array Game,1400.0,"['binary search', 'brute force', 'data structures', 'sortings', 'two pointers']"
1904B,1904,B,Collecting Game,1100.0,"['binary search', 'dp', 'greedy', 'sortings', 'two pointers']"
1904A,1904,A,Forked!,900.0,"['brute force', 'implementation']"
1903F,1903,F,Babysitting,2500.0,"['2-sat', 'binary search', 'data structures', 'graphs', 'trees']"
1903E,1903,E,Geo Game,2000.0,"['greedy', 'interactive', 'math']"
1903D2,1903,D2,Maximum And Queries (hard version),2500.0,"['bitmasks', 'divide and conquer', 'dp', 'greedy']"
1903D1,1903,D1,Maximum And Queries (easy version),1700.0,"['binary search', 'bitmasks', 'brute force', 'greedy']"
1903C,1903,C,Theofanis' Nightmare,1400.0,"['constructive algorithms', 'greedy']"
1903B,1903,B,StORage room,1200.0,"['bitmasks', 'brute force', 'constructive algorithms', 'greedy']"
1903A,1903,A,Halloumi Boxes,800.0,"['brute force', 'greedy', 'sortings']"
1902F,1902,F,Trees and XOR Queries Again,2400.0,"['data structures', 'dfs and similar', 'divide and conquer', 'graphs', 'implementation', 'math', 'trees']"
1902E,1902,E,Collapsing Strings,1900.0,"['data structures', 'strings', 'trees']"
1902D,1902,D,Robot Queries,1900.0,"['binary search', 'data structures', 'dp', 'implementation']"
1902C,1902,C,Insert and Equalize,1300.0,"['brute force', 'constructive algorithms', 'greedy', 'math', 'number theory']"
1902B,1902,B,Getting Points,1100.0,"['binary search', 'brute force', 'greedy']"
1902A,1902,A,Binary Imbalance,800.0,['constructive algorithms']
1901F,1901,F,Landscaping,2900.0,"['binary search', 'geometry', 'two pointers']"
1901E,1901,E,Compressed Tree,2200.0,"['dfs and similar', 'dp', 'graphs', 'greedy', 'sortings', 'trees']"
1901D,1901,D,Yet Another Monster Fight,1700.0,"['binary search', 'dp', 'greedy', 'implementation', 'math']"
1901C,1901,C,"Add, Divide and Floor",1400.0,"['constructive algorithms', 'greedy', 'math']"
1901B,1901,B,Chip and Ribbon,1100.0,"['greedy', 'math']"
1901A,1901,A,Line Trip,800.0,"['greedy', 'math']"
1900F,1900,F,Local Deletions,2800.0,"['binary search', 'data structures', 'implementation']"
1900E,1900,E,Transitive Graph,2100.0,"['dfs and similar', 'dp', 'dsu', 'graphs', 'implementation']"
1900D,1900,D,Small GCD,2000.0,"['bitmasks', 'brute force', 'dp', 'math', 'number theory']"
1900C,1900,C,Anji's Binary Tree,1300.0,"['dfs and similar', 'dp', 'trees']"
1900B,1900,B,Laura and Operations,900.0,"['dp', 'math']"
1900A,1900,A,Cover in Water,800.0,"['constructive algorithms', 'greedy', 'implementation', 'strings']"
1899G,1899,G,Unusual Entertainment,1900.0,"['data structures', 'dfs and similar', 'dsu', 'shortest paths', 'sortings', 'trees', 'two pointers']"
1899F,1899,F,Alex's whims,1600.0,"['constructive algorithms', 'graphs', 'greedy', 'shortest paths', 'trees']"
1899E,1899,E,Queue Sort,1300.0,"['greedy', 'implementation', 'sortings']"
1899D,1899,D,Yarik and Musical Notes,1300.0,"['hashing', 'math', 'number theory']"
1899C,1899,C,Yarik and Array,1100.0,"['dp', 'greedy', 'two pointers']"
1899B,1899,B,250 Thousand Tons of TNT,1100.0,"['brute force', 'implementation', 'number theory']"
1899A,1899,A,Game with Integers,800.0,"['games', 'math', 'number theory']"
1898F,1898,F,Vova Escapes the Matrix,2600.0,"['brute force', 'dfs and similar', 'divide and conquer', 'shortest paths']"
1898E,1898,E,Sofia and Strings,2200.0,"['data structures', 'greedy', 'sortings', 'strings', 'two pointers']"
1898D,1898,D,Absolute Beauty,1900.0,"['greedy', 'math']"
1898C,1898,C,Colorful Grid,1700.0,['constructive algorithms']
1898B,1898,B,Milena and Admirer,1500.0,"['greedy', 'math']"
1898A,1898,A,Milica and String,800.0,"['brute force', 'implementation', 'strings']"
1896H2,1896,H2,Cyclic Hamming (Hard Version),3500.0,"['brute force', 'dp', 'fft', 'math', 'number theory']"
1896H1,1896,H1,Cyclic Hamming (Easy Version),3400.0,"['brute force', 'divide and conquer', 'dp', 'fft', 'math', 'number theory']"
1896G,1896,G,Pepe Racing,3200.0,"['constructive algorithms', 'implementation', 'interactive', 'sortings']"
1896F,1896,F,Bracket Xoring,2600.0,"['constructive algorithms', 'greedy', 'implementation', 'math']"
1896E,1896,E,Permutation Sorting,2100.0,"['data structures', 'sortings']"
1896D,1896,D,Ones and Twos,1700.0,"['binary search', 'data structures', 'divide and conquer', 'math', 'two pointers']"
1896C,1896,C,Matching Arrays,1400.0,"['binary search', 'constructive algorithms', 'greedy', 'sortings']"
1896B,1896,B,AB Flipping,900.0,"['greedy', 'strings', 'two pointers']"
1896A,1896,A,Jagged Swaps,800.0,['sortings']
1895G,1895,G,"Two Characters, Two Colors",3100.0,"['binary search', 'data structures', 'dp', 'flows', 'greedy']"
1895F,1895,F,Fancy Arrays,2600.0,"['combinatorics', 'dp', 'math', 'matrices']"
1895E,1895,E,Infinite Card Game,2300.0,"['binary search', 'brute force', 'data structures', 'dfs and similar', 'dp', 'dsu', 'games', 'graphs', 'greedy', 'sortings', 'two pointers']"
1895D,1895,D,XOR Construction,1900.0,"['bitmasks', 'constructive algorithms', 'data structures', 'math', 'string suffix structures', 'trees']"
1895C,1895,C,Torn Lucky Ticket,1400.0,"['brute force', 'dp', 'hashing', 'implementation', 'math']"
1895B,1895,B,Points and Minimum Distance,800.0,"['greedy', 'math', 'sortings']"
1895A,1895,A,Treasure Chest,800.0,['math']
1894B,1894,B,Two Out of Three,1000.0,['constructive algorithms']
1894A,1894,A,Secret Sport,800.0,"['implementation', 'strings']"
1893E,1893,E,Cacti Symphony,3500.0,"['combinatorics', 'dfs and similar', 'dp', 'graphs']"
1893D,1893,D,Colorful Constructive,2600.0,"['constructive algorithms', 'data structures', 'greedy']"
1893C,1893,C,Freedom of Choice,2000.0,"['brute force', 'greedy', 'implementation']"
1893B,1893,B,Neutral Tonality,1700.0,"['constructive algorithms', 'greedy', 'sortings', 'two pointers']"
1893A,1893,A,Anonymous Informant,1400.0,"['brute force', 'dfs and similar', 'graphs', 'implementation']"
1891F,1891,F,A Growing Tree,2000.0,"['data structures', 'dfs and similar', 'trees']"
1891E,1891,E,Brukhovich and Exams,2500.0,"['brute force', 'greedy', 'implementation', 'math', 'sortings']"
1891D,1891,D,Suspicious logarithms,1900.0,"['binary search', 'brute force', 'math']"
1891C,1891,C,Smilo and Monsters,1500.0,"['binary search', 'constructive algorithms', 'greedy', 'sortings', 'two pointers']"
1891B,1891,B,Deja Vu,1100.0,"['brute force', 'math', 'sortings']"
1891A,1891,A,Sorting with Twos,800.0,"['constructive algorithms', 'sortings']"
1890B,1890,B,Qingshan Loves Strings,800.0,"['constructive algorithms', 'implementation']"
1890A,1890,A,Doremy's Paint 3,800.0,['constructive algorithms']
1889F,1889,F,Doremy's Average Tree,3500.0,"['data structures', 'dp', 'greedy', 'trees']"
1889E,1889,E,Doremy's Swapping Trees,3500.0,"['dfs and similar', 'graphs', 'trees']"
1889D,1889,D,Game of Stacks,3000.0,"['brute force', 'dfs and similar', 'graphs', 'implementation', 'trees']"
1889C2,1889,C2,Doremy's Drying Plan (Hard Version),2600.0,"['data structures', 'dp']"
1889C1,1889,C1,Doremy's Drying Plan (Easy Version),2000.0,"['brute force', 'data structures', 'dp', 'greedy', 'sortings']"
1889B,1889,B,Doremy's Connecting Plan,1700.0,"['constructive algorithms', 'greedy', 'math', 'sortings']"
1889A,1889,A,Qingshan Loves Strings 2,1300.0,"['constructive algorithms', 'greedy', 'implementation']"
1887F,1887,F,Minimum Segments,3400.0,['constructive algorithms']
1887E,1887,E,Good Colorings,3100.0,"['binary search', 'constructive algorithms', 'graphs', 'interactive']"
1887D,1887,D,Split,2700.0,"['binary search', 'data structures', 'divide and conquer', 'dsu', 'math', 'trees', 'two pointers']"
1887C,1887,C,Minimum Array,2400.0,"['binary search', 'brute force', 'constructive algorithms', 'data structures', 'greedy', 'hashing', 'two pointers']"
1887B,1887,B,Time Travel,1900.0,"['binary search', 'graphs', 'shortest paths']"
1886F,1886,F,Diamond Theft,3300.0,"['data structures', 'greedy']"
1886E,1886,E,I Wanna be the Team Leader,2400.0,"['bitmasks', 'constructive algorithms', 'dp', 'greedy', 'math', 'sortings', 'two pointers']"
1886D,1886,D,Monocarp and the Set,2100.0,"['combinatorics', 'data structures', 'math']"
1886C,1886,C,Decreasing String,1600.0,"['implementation', 'strings']"
1886B,1886,B,Fear of the Dark,1200.0,"['binary search', 'geometry', 'math']"
1886A,1886,A,Sum of Three,800.0,"['brute force', 'constructive algorithms', 'math']"
1885A,1885,A,Deterministic Scheduling for Extended Reality over 5G and Beyond,,['*special']
1884E,1884,E,Hard Design,2800.0,"['greedy', 'implementation', 'math']"
1884D,1884,D,Counting Rhyme,2100.0,"['dp', 'math', 'number theory']"
1884C,1884,C,Medium Design,1700.0,"['brute force', 'data structures', 'dp', 'greedy', 'sortings']"
1884B,1884,B,Haunted House,1100.0,"['binary search', 'greedy', 'math', 'two pointers']"
1884A,1884,A,Simple Design,800.0,"['brute force', 'greedy', 'math']"
1883G2,1883,G2,Dances (Hard Version),1900.0,"['binary search', 'greedy', 'sortings', 'two pointers']"
1883G1,1883,G1,Dances (Easy version),1400.0,"['binary search', 'greedy', 'two pointers']"
1883F,1883,F,You Are So Beautiful,1400.0,['data structures']
1883E,1883,E,Look Back,1700.0,"['bitmasks', 'greedy']"
1883D,1883,D,In Love,1500.0,"['data structures', 'greedy']"
1883C,1883,C,Raspberries,1000.0,"['dp', 'math']"
1883B,1883,B,Chemistry,900.0,['strings']
1883A,1883,A,Morning,800.0,['math']
1882E2,1882,E2,Two Permutations (Hard Version),3100.0,['constructive algorithms']
1882E1,1882,E1,Two Permutations (Easy Version),2400.0,"['brute force', 'constructive algorithms', 'greedy', 'number theory']"
1882D,1882,D,Tree XOR,1900.0,"['bitmasks', 'dfs and similar', 'dp', 'greedy', 'trees']"
1882C,1882,C,Card Game,1500.0,"['brute force', 'greedy']"
1882B,1882,B,Sets and Union,1300.0,"['bitmasks', 'brute force', 'constructive algorithms', 'greedy']"
1882A,1882,A,Increasing Sequence,800.0,['greedy']
1881G,1881,G,Anya and the Mysterious String,2000.0,"['binary search', 'data structures']"
1881F,1881,F,Minimum Maximum Distance,1700.0,"['dfs and similar', 'dp', 'graphs', 'shortest paths', 'trees']"
1881E,1881,E,Block Sequence,1500.0,['dp']
1881D,1881,D,Divide and Equalize,1300.0,"['math', 'number theory']"
1881C,1881,C,Perfect Square,1200.0,"['brute force', 'implementation']"
1881B,1881,B,Three Threadlets,900.0,['math']
1881A,1881,A,Don't Try to Count,800.0,"['brute force', 'strings']"
1879F,1879,F,Last Man Standing,2800.0,"['brute force', 'data structures', 'number theory']"
1879E,1879,E,Interactive Game with Coloring,2400.0,"['brute force', 'constructive algorithms', 'dfs and similar', 'graphs', 'implementation', 'interactive', 'trees']"
1879D,1879,D,Sum of XOR Functions,1700.0,"['bitmasks', 'combinatorics', 'divide and conquer', 'dp', 'math']"
1879C,1879,C,Make it Alternating,1300.0,"['combinatorics', 'dp', 'greedy']"
1879B,1879,B,Chips on the Board,900.0,"['constructive algorithms', 'greedy']"
1879A,1879,A,Rigged!,800.0,['greedy']
1878G,1878,G,wxhtzdy ORO Tree,2300.0,"['binary search', 'bitmasks', 'brute force', 'data structures', 'dfs and similar', 'implementation', 'trees']"
1878F,1878,F,Vasilije Loves Number Theory,1900.0,"['brute force', 'math', 'number theory']"
1878E,1878,E,Iva & Pav,1400.0,"['binary search', 'bitmasks', 'data structures', 'greedy']"
1878D,1878,D,Reverse Madness,1600.0,"['data structures', 'greedy']"
1878C,1878,C,Vasilije in Cacak,900.0,['math']
1878B,1878,B,Aleksa and Stack,800.0,"['constructive algorithms', 'math']"
1878A,1878,A,How Much Does Daytona Cost?,800.0,['greedy']
1877C,1877,C,Joyboard,1200.0,"['math', 'number theory']"
1877A,1877,A,Goals of Victory,800.0,['math']
1876G,1876,G,Clubstep,3500.0,"['binary search', 'brute force', 'data structures', 'greedy', 'trees']"
1876F,1876,F,Indefinite Clownfish,3500.0,"['binary search', 'graphs']"
1876E,1876,E,Ball-Stackable,3300.0,"['constructive algorithms', 'data structures', 'dp', 'trees']"
1876D,1876,D,Lexichromatography,2500.0,"['combinatorics', 'dfs and similar', 'dsu', 'graphs', 'two pointers']"
1876C,1876,C,Autosynthesis,2100.0,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'sortings']"
1876B,1876,B,Effects of Anti Pimples,1500.0,"['combinatorics', 'number theory', 'sortings']"
1876A,1876,A,Helmets in Night Light,1000.0,"['greedy', 'sortings']"
1875D,1875,D,Jellyfish and Mex,1600.0,['dp']
1875C,1875,C,Jellyfish and Green Apple,1400.0,"['bitmasks', 'greedy', 'math', 'number theory']"
1875A,1875,A,Jellyfish and Undertale,900.0,"['brute force', 'greedy']"
1874G,1874,G,Jellyfish and Inscryption,3500.0,['dp']
1874F,1874,F,Jellyfish and OEIS,3500.0,['dp']
1874E,1874,E,Jellyfish and Hack,3000.0,"['dp', 'math']"
1874D,1874,D,Jellyfish and Miku,2800.0,"['divide and conquer', 'dp', 'math', 'probabilities']"
1874C,1874,C,Jellyfish and EVA,2300.0,"['dp', 'graphs', 'greedy', 'math', 'probabilities']"
1874B,1874,B,Jellyfish and Math,2400.0,"['bitmasks', 'brute force', 'dfs and similar', 'dp', 'graphs', 'shortest paths']"
1874A,1874,A,Jellyfish and Game,1200.0,"['brute force', 'games', 'greedy', 'implementation']"
1873H,1873,H,Mad City,1700.0,"['dfs and similar', 'dsu', 'games', 'graphs', 'shortest paths', 'trees']"
1873G,1873,G,ABBC or BACB,1500.0,"['constructive algorithms', 'greedy']"
1873F,1873,F,Money Trees,1300.0,"['binary search', 'greedy', 'math', 'two pointers']"
1873E,1873,E,Building an Aquarium,1100.0,"['binary search', 'sortings']"
1873D,1873,D,1D Eraser,800.0,"['greedy', 'implementation', 'two pointers']"
1873C,1873,C,Target Practice,800.0,"['implementation', 'math']"
1873B,1873,B,Good Kid,800.0,"['brute force', 'greedy', 'math']"
1873A,1873,A,Short Sort,800.0,"['brute force', 'implementation']"
1872G,1872,G,Replace With Product,2000.0,"['brute force', 'greedy', 'math']"
1872F,1872,F,Selling a Menagerie,1800.0,"['dfs and similar', 'dsu', 'graphs', 'implementation', 'math']"
1872E,1872,E,Data Structures Fan,1500.0,"['binary search', 'bitmasks', 'data structures', 'dp']"
1872D,1872,D,Plus Minus Permutation,1200.0,['math']
1872C,1872,C,Non-coprime Split,1100.0,"['math', 'number theory']"
1872B,1872,B,The Corridor or There and Back Again,900.0,"['greedy', 'implementation']"
1872A,1872,A,Two Vessels,800.0,"['brute force', 'greedy', 'math']"
1870H,1870,H,Standard Graph Problem,3500.0,"['data structures', 'graphs', 'greedy', 'trees']"
1870G,1870,G,MEXanization,3300.0,['data structures']
1870F,1870,F,Lazy Numbers,2900.0,"['binary search', 'math']"
1870E,1870,E,Another MEX Problem,2300.0,"['bitmasks', 'brute force', 'dp', 'shortest paths']"
1870D,1870,D,Prefix Purchase,1800.0,"['greedy', 'implementation', 'sortings']"
1870C,1870,C,Colorful Table,1300.0,"['binary search', 'data structures', 'dp', 'implementation', 'math', 'two pointers']"
1870B,1870,B,Friendly Arrays,1200.0,"['bitmasks', 'greedy', 'math']"
1870A,1870,A,MEXanized Array,800.0,"['constructive algorithms', 'greedy', 'math']"
1869B,1869,B,2D Traveling,1100.0,"['geometry', 'math', 'shortest paths', 'sortings']"
1869A,1869,A,Make It Zero,900.0,['constructive algorithms']
1868F,1868,F,LIS?,3500.0,"['data structures', 'greedy', 'implementation']"
1868E,1868,E,Min-Sum-Max,3500.0,"['constructive algorithms', 'dp', 'greedy']"
1868D,1868,D,Flower-like Pseudotree,3000.0,"['constructive algorithms', 'graphs', 'greedy', 'implementation', 'trees']"
1868C,1868,C,Travel Plan,2400.0,"['combinatorics', 'dp', 'implementation', 'math', 'trees']"
1868B2,1868,B2,Candy Party (Hard Version),2100.0,"['bitmasks', 'constructive algorithms', 'dp', 'greedy', 'implementation', 'math']"
1868B1,1868,B1,Candy Party (Easy Version),1700.0,"['bitmasks', 'constructive algorithms', 'graphs', 'greedy', 'implementation', 'math']"
1868A,1868,A,Fill in the Matrix,1300.0,"['constructive algorithms', 'implementation']"
1867F,1867,F,Most Different Tree,2700.0,"['brute force', 'constructive algorithms', 'dfs and similar', 'greedy', 'hashing']"
1867E2,1867,E2,Salyg1n and Array (hard version),2200.0,"['constructive algorithms', 'interactive']"
1867E1,1867,E1,Salyg1n and Array (simple version),2000.0,"['constructive algorithms', 'interactive', 'math']"
1867D,1867,D,Cyclic Operations,1800.0,"['brute force', 'constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'implementation']"
1867C,1867,C,Salyg1n and the MEX Game,1300.0,"['constructive algorithms', 'data structures', 'games', 'greedy', 'interactive']"
1867B,1867,B,XOR Palindromes,1100.0,"['bitmasks', 'constructive algorithms', 'strings']"
1867A,1867,A,"green_gold_dog, array and permutation",800.0,"['constructive algorithms', 'sortings']"
1866M,1866,M,Mighty Rock Tower,2400.0,"['brute force', 'combinatorics', 'dp', 'math', 'probabilities']"
1866L,1866,L,Lihmuf Balling,2400.0,"['binary search', 'brute force', 'math']"
1866K,1866,K,Keen Tree Calculation,2500.0,"['binary search', 'data structures', 'dp', 'geometry', 'graphs', 'implementation', 'trees']"
1866J,1866,J,Jackets and Packets,2800.0,['dp']
1866I,1866,I,Imagination Castle,2300.0,"['dp', 'games', 'two pointers']"
1866H,1866,H,Happy Sets,2100.0,['combinatorics']
1866G,1866,G,Grouped Carriages,2100.0,"['binary search', 'data structures', 'dp', 'flows', 'greedy']"
1866F,1866,F,Freak Joker Process,3100.0,"['binary search', 'data structures', 'sortings']"
1866E,1866,E,Elevators of Tamem,2700.0,['dp']
1866D,1866,D,Digital Wallet,2300.0,"['dp', 'greedy']"
1866C,1866,C,Completely Searching for Inversions,1900.0,"['dfs and similar', 'dp', 'graphs']"
1866B,1866,B,Battling with Numbers,1400.0,"['combinatorics', 'math', 'number theory']"
1866A,1866,A,Ambitious Kid,800.0,['math']
1864I,1864,I,Future Dominators,3500.0,"['graphs', 'greedy']"
1864H,1864,H,Asterism Stream,3200.0,"['dp', 'math', 'matrices']"
1864G,1864,G,Magic Square,3100.0,"['combinatorics', 'constructive algorithms', 'implementation']"
1864F,1864,F,Exotic Queries,2300.0,"['data structures', 'implementation', 'sortings']"
1864E,1864,E,Guess Game,2100.0,"['bitmasks', 'data structures', 'games', 'math', 'probabilities', 'sortings', 'strings', 'trees']"
1864D,1864,D,Matrix Cascade,1700.0,"['brute force', 'constructive algorithms', 'data structures', 'dp', 'greedy', 'math']"
1864C,1864,C,Divisor Chain,1300.0,"['bitmasks', 'constructive algorithms', 'math', 'number theory']"
1864B,1864,B,Swap and Reverse,1100.0,"['constructive algorithms', 'greedy', 'sortings', 'strings']"
1864A,1864,A,Increasing and Decreasing,800.0,"['constructive algorithms', 'greedy', 'implementation', 'math']"
